"startup_id","startup_name","current_macro_theme","current_emergent_theme","semantic_beta_theme","semantic_cluster_id","semantic_beta_score","semantic_beta_margin","semantic_beta_confidence","gridx_match","antom_match","matched_signals","source_url","source_type","review_status","evidence_excerpt","startup_summary_v1"
"circa_therapeutics","Circa Therapeutics","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","46.7","25.6","high","Human health","biocentrico","therapeutics; strip; small; raras; proteinas; proteica","https://circatherapeutics.com/","official_website","reviewed","Official site describes small-molecule degraders and E3 ligase binders to eliminate disease-causing proteins in rare diseases and oncology.","Startup therapeutics que desarrolla degradadores de proteinas mediante small molecules para cancer y enfermedades raras, aprovechando el sistema natural de eliminacion proteica de la celula."
"cytbac","Cytbac","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","32.9","21.7","high","Human health","biocentrico","virales; vectores; vacunas; vaccines; usando; therapeutics","https://wiselatinamerica.com/Proyecto_Detalle.aspx?proyecto_id=1064","external_profile","seeded","WISE Latin America describes Cytbac as an Argentine biotech startup that developed a disruptive vaccine and therapy platform for humans and animals.","Startup argentina de biotecnologia que desarrolla una plataforma de vacunas y terapias para humanos y animales usando genomica predictiva, AI y vectores virales ingenierizados. Entra por therapeutics/vaccines."
"dogma_biotech","Dogma Biotech","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","37.4","23.7","high","Human health","biocentrico","tratamientos; therapeutics; eficacia; descubiertos; computacionalmente; biologicos","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes improving therapeutics efficacy by 20X through AI-discovered sugars.","Startup therapeutics que usa IA y azucares descubiertos computacionalmente para mejorar la eficacia de tratamientos biologicos. Entra en tesis por therapeutics and regenerative medicine."
"exomas","Exomas","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","33.6","21.4","high","Human health","biocentrico","terapias; regenerativas; productos; neurodegenerativas; neurales; madre","https://www.exomas.co/","official_website","reviewed","Official site describes neural stem cell-derived exosomes to treat neurodegenerative diseases; CONICET coverage reinforces the science base.","Startup de terapias regenerativas que desarrolla productos basados en exosomas derivados de celulas madre neurales para enfermedades neurodegenerativas. Entra en tesis por therapeutics and regenerative medicine."
"galtec","Galtec Life","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","45.1","31","high","Human health","biocentrico","strip; modulacion; inmunoterapias; inflamatorias; galectinas; enfermedades","https://galtec.ar/en/home/","official_website","reviewed","Official site describes immunotherapies based on galectin modulation for cancer, autoimmune diseases and chronic inflammatory conditions.","Startup biotech que desarrolla inmunoterapias basadas en la modulacion de galectinas para cancer, autoinmunidad y enfermedades inflamatorias cronicas."
"gisens_biotech","Gisens Biotech","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","39.2","22.6","high","Human health","biocentrico","ultra; preciso; nanotech; lugar; llevar; diagnostics","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes ultra-precise diagnostics everywhere through the use of nanotechnology.","Startup de nanotech diagnostics que busca llevar diagnostico ultra-preciso a cualquier lugar. Entra en tesis por diagnostics and medtech."
"hexembio","HeXemBio","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","34.6","18.9","high","Human health","biocentrico","therapeutics; terapia; strip; rejuvenecimiento; regenerative; regenerativa","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes HeXemBio as developing the first regenerative therapy for hematopoietic stem cells with potential in transplant failure, aging and longevity.","Biotech usa/brasil de medicina regenerativa que desarrolla una terapia de rejuvenecimiento para celulas madre hematopoyeticas. Entra claramente por regenerative therapeutics."
"invitrall","Invitrall","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","27.6","15.1","high","Human health","biocentrico","vitro; toxicidad; therapeutics; strip; relevancia; regenerative","https://www.gridexponential.com/portfolio","official_portfolio_profile","reviewed","GRIDX portfolio says Invitrall develops in-vitro human organ models for evaluating efficacy and toxicity.","Startup biotech que desarrolla modelos de organos humanos in vitro para evaluar eficacia y toxicidad de compuestos con mayor relevancia biologica. Entra claramente por therapeutics and regenerative medicine."
"libera","Libera","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","60","58","high","Human health","biocentrico","vesiculas; therapeutics; inflamatorias; extracelulares; enfermedades; combatir","https://sf500.com.ar/","official_portfolio_profile","seeded","SF500 portfolio describes extracellular vesicles to fight inflammatory diseases.","Startup therapeutics que usa vesiculas extracelulares para combatir enfermedades inflamatorias. Entra en tesis por therapeutics and regenerative medicine."
"limay_biosciences","Limay Biosciences","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","28.7","8.7","medium","Human health","biocentrico","tipo; precision; portatil; molecular; llevar; laboratorio","https://cancilleria.gob.ar/en/new-technologies/next-from-argentina-en/limay-biosciences","institutional_public_source","reviewed","Public institutional profile says Limay develops portable molecular diagnostics that deliver PCR-accurate results in under an hour without centralized labs or specialized personnel.","Startup argentina de diagnostico molecular portatil que busca llevar precision tipo PCR a contextos sin laboratorio centralizado. Entra en tesis por diagnostics and medtech."
"microgenesis","Microgenesis","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","28","13.9","high","Human health","biocentrico","strip; reproductiva; planes; personalizados; inflamatoria; fertility","https://www.microgenesis.net/","official_website","reviewed","Official site describes fertility support tools including reproductive age testing, inflammatory profiling and personalized interpretation for IVF-related decisions.","Startup de fertility diagnostics que combina evaluacion inflamatoria, edad reproductiva biologica y planes personalizados para acompanamiento de fertilidad y fallos de FIV."
"momentum-therapeutics","Momentum Therapeutics","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","33","18.3","high","Human health","biocentrico","therapeutics; terapias; strip; restaurar; proteico; neurodegeneracion","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Momentum Therapeutics as developing therapies aimed at restoring the brain protein balance during aging and neurodegeneration.","Biotech chileno-estadounidense que desarrolla terapias para restaurar el balance proteico del cerebro durante envejecimiento y neurodegeneracion. Entra claramente por therapeutics y biologia aplicada."
"multiplai_health","MultiplAI Health","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","38.1","22.9","high","Human health","biocentrico","unido; strip; secuenciacion; remota; reino; precision","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Multiplai as integrating AI, low-cost genomic sequencing and remote medicine to detect cardiovascular diseases anywhere in the world.","Startup argentina/reino unido que integra AI, secuenciacion genomica de bajo costo y medicina remota para detectar enfermedades cardiovasculares. Entra por genomic diagnostics and precision health."
"nanojump_bio","Nano Jump Bio","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","26.6","18.2","high","Human health","biocentrico","moleculares; material; lugar; habilitar; genetico; extraccion","https://es.gridexponential.com/project-tag/tools","official_portfolio_profile","reviewed","GRIDX tools portfolio describes Nano Jump Bio as enabling extraction of genetic material anywhere.","Startup de herramientas moleculares que busca habilitar la extraccion de material genetico en cualquier lugar. Entra en tesis por diagnostics and medtech."
"omics","OMICS","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","35.7","14","high","Human health","biocentrico","tratar; terapia; tejidos; strip; regenerar; pionera","https://kptl.com.br/portfolio/omics/?lang=en","official_portfolio_profile","seeded","KPTL describes OMICS as pioneering stem-cell therapy for pets to regenerate tissues and treat chronic degenerative diseases.","Biotech brasileña pionera en terapia con células madre para mascotas, enfocada en regenerar tejidos y tratar enfermedades degenerativas. Entra claramente por animal health biotech."
"plamic_biotech","Plamic Biotech","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","30.8","18.9","high","Human health","biocentrico","tratamientos; strip; seleccion; personalizada; oncologicos; nanomedicina","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","official_public_profile","seeded","Argentina.gob.ar describes PLAMIC as a microfluidic lab-on-a-chip platform for oncology nanomedicine synthesis and predictive treatment selection from patient biopsies.","Startup de microfluidica aplicada a salud que diseña chips lab-on-a-chip para nanomedicina y seleccion personalizada de tratamientos oncologicos."
"qumir_nano","Qumir Nano","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","41.8","32.1","high","Human health","biocentrico","tratamiento; nanomedicina; enfocada; enfermedades; cronicas","https://qumirnano.bio","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes Qumir Nano as nanomedicine for chronic diseases, with an official website URL attached.","Startup de nanomedicina enfocada en el tratamiento de enfermedades cronicas. Entra en tesis por therapeutics and regenerative medicine."
"radbio","Radbio","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","43.1","28.1","high","Human health","biocentrico","novedosos; fibrosis; farmacos; enfermedades; dirigidos; cronicas","https://radbiopharm.com/","official_website","reviewed","Official site describes a biotech company developing a novel biomolecule targeting TGF-beta for fibrosis and cancer indications.","Biotech que desarrolla farmacos biologicos novedosos dirigidos a TGF-beta para fibrosis, enfermedades cronicas complejas y cancer. Entra en tesis por su plataforma terapeutica biologica y desarrollo de biomedicina de frontera."
"resistia","Resistia","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","27","15.5","high","Human health","biocentrico","infecciones; usando; therapeutics; strip; resistentes; nueva","https://www.linkedin.com/company/resistia","public_company_profile","reviewed","LinkedIn describes Resistia as developing next-generation antimicrobials against resistant biofilm-related infections and biological solutions to restore effectiveness of existing antibiotics.","Biotech argentina que desarrolla antimicrobianos de nueva generacion contra infecciones resistentes asociadas a biofilms usando compuestos de microbiota local. Entra por therapeutics, AMR y biologia aplicada a infecciones."
"scitherm_therapeutics","Scitherm Therapeutics","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","52.5","40","high","Human health","biocentrico","therapeutics; termogenicos; strip; silico; partir; obesidad","https://scitherm.bio/","official_website","reviewed","Official site describes in-silico-designed thermogenic therapeutic candidates for obesity and related metabolic diseases.","Startup therapeutics que desarrolla candidatos contra obesidad y enfermedades metabolicas a partir de termogenicos diseñados in silico para degradacion lipidica."
"spherebio","SphereBio","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","32.9","17.6","high","Human health","biocentrico","vacunas; terapias; synthetic; strip; personalizadas; nanotechnology","https://www.spherebio.co/","official_website","reviewed","Official site describes a platform combining nanotechnology, AI and synthetic biology to create personalized vaccines and therapeutics for cancer and autoimmune diseases.","Startup de vacunas y terapias personalizadas que combina nanotechnology, AI y synthetic biology para entrenar celulas contra cancer y autoinmunidad."
"tesabio_ai","Tesabio.ai","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","33.4","28","high","Human health","biocentrico","terapeutica; small; reprogramar; redes; molecules; microrna","https://www.tesabio.ai/","official_website","reviewed","Official site describes an AI platform that identifies small molecules capable of reprogramming disease-specific microRNA networks for complex diseases.","Biotech terapéutica AI-first que identifica small molecules para reprogramar redes de microRNA en enfermedades complejas. Entra en tesis por therapeutics and regenerative medicine."
"untech","UnTech","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","30","25.3","high","Human health","biocentrico","tratamientos; innovadores; heridas; healthtech; cronicas","https://untech.bio","candidate_website_from_user_csv","seeded","User-provided Gemini CSV describes UnTech as developing innovative treatments for chronic wounds, with an official website URL attached.","Startup healthtech que desarrolla tratamientos innovadores para heridas cronicas. Entra en tesis por diagnostics and medtech."
"xeptiva","Xeptiva","therapeutics and regenerative medicine","therapeutic and regenerative biology","therapeutics and regenerative bio","cluster_6","35.6","12.1","high","Human health","biocentrico","vacunas; uruguaya; therapeutics; terapeuticas; strip; mascotas","https://zentynel.com/en/portfolio/","official_portfolio_profile","seeded","Zentynel describes Xeptiva Therapeutics as developing immunotherapies and therapeutic vaccines for chronic inflammation in pets.","Biotech uruguaya que desarrolla inmunoterapias y vacunas terapeuticas para inflamacion cronica en mascotas. Entra claramente por animal health therapeutics."
"zev_biotech","ZEV Biotech","diagnostics and medtech","health diagnostics and medtech","therapeutics and regenerative bio","cluster_6","33.1","26.7","high","Human health","biocentrico","puede; molecular; laboratorio; instalarse; diagnostics; cualquier","https://www.gridexponential.com/portfolio","official_portfolio_profile","seeded","GRIDX portfolio describes a molecular diagnostics platform that can be placed in any lab in the world.","Startup de molecular diagnostics con plataforma que puede instalarse en cualquier laboratorio. Entra en tesis por diagnostics and medtech."
