"startup_id","startup_name","macro_theme","emergent_theme","market_label","technical_stack","transition_function","output_class","feedstock","industry_destination","market_interface","scope_decision","scope_reason","scope_source","evidence_source","notes","confidence"
"strike","Strike","peripheral or non-core digital ventures","digital coordination and market infrastructure","AI-led cybersecurity platform","offensive security; threat emulation; AI security","manual-and-fragmented-operations-to-digital-coordination","software platform","security telemetry and software assets","cybersecurity","B2B software platform","exclude","full_digital_no_materiality_signal","strike_official_site","strike_official_site_2026","Official site describes an AI-led offensive cybersecurity platform.","0.9"
"sylvarum","Sylvarum","ag biologicals and crop resilience","non-thermal plasma seed treatment","non-thermal plasma seed treatment","non-thermal plasma; seed treatment; plant electro-hacking; germination; pathogen control; crop resilience","chemical-seed-treatment-to-residue-free-plasma-seed-performance","seed-performance treatment platform","","seeds, crop production and agricultural biologicals","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_06_2026_05_08","official_website","Include as biocentric seed-treatment and crop-resilience infrastructure.","0.90"
"synthetic_ocular_restoration","Synthetic Ocular Restoration","therapeutics and regenerative medicine","therapeutic and regenerative biology","corneal tissue engineering","cell culture; tissue engineering; biomaterial scaffolds","donor-tissue-scarcity-to-engineered-corneal-restoration","transplantable tissue","corneal cells and biocompatible membranes","ophthalmology and regenerative medicine","therapeutic platform","include","official_website_signal_bio_based_or_biocentric","official_website","official_website_2026","Official materials describe engineered transplantable corneal tissue built from cultured cells on a biocompatible membrane to restore vision.","0.90"
"teachy","Teachy","peripheral or non-core digital ventures","digital coordination and market infrastructure","AI teaching and school platform","education AI; lesson generation; grading automation","manual-and-fragmented-operations-to-digital-coordination","software platform","educational content and school data","education technology","B2B/B2C software platform","exclude","full_digital_no_materiality_signal","teachy_official_site","teachy_official_site_2026","Official site describes AI lesson planning, grading and school automation for teachers.","0.9"
"tell","Tell","peripheral or non-core digital ventures","digital coordination and market infrastructure","open banking or digital health information platform","financial APIs or digital health knowledge platform","manual-and-fragmented-operations-to-digital-coordination","software platform","digital interaction and platform data","fintech or digital health information services","digital platform","exclude","full_digital_no_materiality_signal","tell_public_site","tell_public_site_2026","Available public signals point to digital platform use cases such as open banking infrastructure or health information access, without a thesis-core material or biocentric signal.","0.62"
"teramot","Teramot","peripheral or non-core digital ventures","digital coordination and market infrastructure","AI-powered data infrastructure platform","AI agents; SQL generation; ETL automation","manual-and-fragmented-operations-to-digital-coordination","software platform","enterprise structured data","data infrastructure","B2B software platform","exclude","full_digital_no_materiality_signal","teramot_official_site","teramot_official_site_2026","Official site describes AI-powered data infrastructure and ETL automation for analysts.","0.9"
"tesabio_ai","Tesabio.ai","therapeutics and regenerative medicine","therapeutic and regenerative biology","ai-driven microRNA therapeutics platform","ai drug discovery; microRNA network modulation; small molecules","single-target-drug-discovery-to-network-level-therapeutics","therapeutic platform","microRNA networks and small-molecule discovery workflows","oncology, neurodegeneration, anemia and immune disorders","therapeutic platform","include","official_site_signal_bio_based_or_biocentric","tesabio_official_site","tesabio_official_site_2026","Official site describes an AI platform that identifies small molecules capable of reprogramming disease-specific microRNA networks for complex diseases.","0.92"
"tomorrow_foods","Tomorrow Foods","food biotech and novel ingredients","food transition ingredients and proteins","plant-based ingredient company","protein systems; food ingredient formulation; agroindustrial processing","animal-and-conventional-to-biobased-food-systems","food ingredient","plant proteins and agroindustrial inputs","food and beverage","ingredient supplier","include","official_site_signal_bio_based_or_biocentric","tomorrow_foods_official_site","tomorrow_foods_official_site_2026","Official site describes integrated plant-protein systems and ingredients that help customers launch healthier and more sustainable foods.","0.93"
"tracestory","Tracestory","climate, energy and resource systems","climate and resource intelligence platforms","traceability and sustainability infrastructure","digital product passport; supply-chain traceability; sustainability data","opaque-production-to-transparent-material-chains","traceability and decision platform","production batch records and supply chain events","food, agriculture and industrial supply chains","B2B platform","include","official_site_signal_transparency_mrv_material_chains","tracestory_official_site","tracestory_official_site_2026","Official site describes collaborative traceability, digital product passports and sustainability support across meat, fruit, wine and other material chains.","0.78"
"trebe_biotech","Trebe Biotech","food biotech and novel ingredients","complex protein production and biomanufacturing","complex protein production and biomanufacturing","complex proteins; biomanufacturing; protein production; biotechnology; fermentation-adjacent platform","expensive-complex-proteins-to-affordable-biomanufactured-proteins","complex protein production platform","","food biotech, ingredients and biological manufacturing","B2B / platform","include","source_backed_material_bio_or_planetary_signal","semantic_text_batch_05_2026_05_08","official_portfolio_profile","Include as food biotech / protein biomanufacturing; evidence depth remains portfolio-level.","0.72"
