"priority_rank_score","startup_name","current_theme","semantic_confidence","semantic_margin","data_quality_score_10","quality_band","review_status","source_type","source_url","curation_reasons","current_one_liner","current_summary","evidence_excerpt","suggested_action"
"964","Nilus","grain traceability and producer infrastructure","high","20.7","8","medium","reviewed","official_portfolio_profile","https://newtopia.vc/portfolio/","fund_profile_needs_startup_source_check","Food rescue and low-cost food access platform.","Nilus is a Latin American food-rescue and food-access platform that connects surplus or inefficient food supply with low-cost distribution channels. It is not biotech, but it belongs in the broader BIO VC LATAM perimeter as food-system circularity infrastructure: it reduces food waste, improves affordability and acts on a material biological supply chain. It should cluster with resource recovery, food systems and circular logistics.","Newtopia official portfolio lists Nilus among its companies; public profiles describe food rescue / affordable food access.","spot-check"
"964","Culttivo","grain traceability and producer infrastructure","high","25.1","8","medium","reviewed","official_portfolio_profile","https://theyieldlablatam.com/companies/culttivo/","fund_profile_needs_startup_source_check","Climate-aware credit and risk platform for coffee producers.","Culttivo is a Brazilian coffee-finance and risk-intelligence platform that uses satellite imagery, analytics and ESG or climate-risk signals to improve credit access for coffee producers. It is not a biotech company, but it is directly attached to a material biological production system: coffee farming. It belongs inside BIO VC LATAM as agri-finance infrastructure for resilient crop production, producer transition and climate-risk underwriting.","The Yield Lab Latam describes Culttivo as a digital platform delivering efficient and transparent credit to coffee producers using satellite imagery and advanced analytics.","spot-check"
"964","Invitrall","therapeutics and regenerative bio","high","26.4","8.5","high","reviewed","official_portfolio_profile","https://www.gridexponential.com/portfolio","fund_profile_needs_startup_source_check","In-vitro human organ models for efficacy and toxicity testing.","Invitrall is a biotechnology company developing in-vitro human organ models to evaluate compound efficacy and toxicity with higher biological relevance than conventional preclinical assays. Its core is organ-model and organoid-like testing infrastructure for drug discovery, toxicology and translational medicine. It is not a food ingredient or biofactory case; it should cluster with regenerative medicine, human organ models, drug testing and therapeutic R&D infrastructure.","GRIDX portfolio says Invitrall develops in-vitro human organ models for evaluating efficacy and toxicity.","spot-check"
"964","Moss","resource recovery and remediation","high","32.3","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/portfolio/","fund_profile_needs_startup_source_check","Carbon credit and nature-finance infrastructure.","Brazilian climate/nature-finance company in SP Ventures' portfolio, relevant as carbon-market and nature-finance infrastructure. It belongs inside BIO VC LATAM as a planetary-boundary stewardship layer, but is marked medium because current evidence in this batch is portfolio/atlas-backed rather than a fresh official company profile.","SP Ventures portfolio lists Moss among its investments; external atlas classifies it as carbon markets / nature finance infrastructure.","spot-check"
"964","OMICS","drug discovery and disease therapeutics","high","32.7","8","medium","reviewed","official_portfolio_profile","https://kptl.com.br/portfolio/omics/?lang=en","fund_profile_needs_startup_source_check","Veterinary stem-cell therapy platform.","Biotech brasileña pionera en terapia con células madre para mascotas, enfocada en regenerar tejidos y tratar enfermedades degenerativas. Entra claramente por animal health biotech.","KPTL describes OMICS as pioneering stem-cell therapy for pets to regenerate tissues and treat chronic degenerative diseases.","spot-check"
"964","BUG Agentes Biologicos","ag biologicals and crop resilience","high","40.1","8","medium","reviewed","official_portfolio_profile","https://spventures.com.br/portfolio/","fund_profile_needs_startup_source_check","Macrobial biological control company.","Brazilian biological-control company developing and commercializing parasitoids and macrobiological pest-control products for crops such as sugarcane and soybean. It belongs inside BIO VC LATAM as a clear ag biologicals / biocontrol case and is kept separate from ByBug.","SP Ventures official portfolio lists Bug; FAPESP coverage describes Bug Agentes Biologicos developing wasps/parasitoids for biological control of sugarcane and soybean pests.","spot-check"
"979","SiloReal","ag biologicals and crop resilience","high","11.1","8","medium","reviewed","official_website","https://www.siloreal.com/en/","summary_not_normalized_to_english","Remote verification infrastructure for agricultural assets.","SiloReal provides infrastructure to remotely verify, digitalize and value agricultural assets in the field so they can be insured, financed and transacted as real collateral. The company is not biotech, but it is directly attached to material biological production systems because it makes crop and inventory assets legible for finance, insurance and trade. It belongs inside BIO VC LATAM as agri-finance and traceability infrastructure.","Official site describes remote verification and digitalization of field assets so they can be insured, financed and transacted as collateral.","spot-check"
"979","Cellargen Biotech","biomanufacturing and molecular platforms","high","11.2","8","medium","reviewed","institutional_public_source","https://www.unl.edu.ar/noticias/news/view/la_fbcb_y_cellargen_biotech_s_r_l_producir%C3%A1n_insumos_biotecnol%C3%B3gicos","summary_not_normalized_to_english","Recombinant biotherapeutics and vaccine company.","Empresa biotech santafesina que desarrolla vacunas recombinantes, hormonas y otros insumos bioterapeuticos para salud humana y animal. Entra en tesis por biomanufacturing and bioindustrial platforms.","UNL describes Cellargen as a biotech company developing recombinant vaccines, hormones and therapeutic or diagnostic products for human and animal use.","spot-check"
"979","Nanogrow Biotech","bioactive products and regenerative edge cases","high","11.4","8","medium","reviewed","official_website","https://www.nanogrowbiotech.com/","summary_not_normalized_to_english","Single-domain antibody therapeutics platform.","Biotech terapéutica que desarrolla tratamientos biológicos basados en anticuerpos de dominio único con estrategias avanzadas de delivery. Entra en tesis por therapeutics and regenerative medicine.","Official site describes biological treatments based on single-domain antibodies, with localized delivery and a multi-product therapeutic platform.","spot-check"
"979","Innova Space","ag biologicals and crop resilience","high","11.9","8","medium","reviewed","official_website","https://www.innova-space.com/en/","summary_not_normalized_to_english","Satellite IoT for environmental, water and agriculture monitoring.","Innova Space deploys picosatellites and satellite-IoT connectivity for remote monitoring applications, including environmental sensing, water-quality monitoring, agriculture, maritime activity and remote infrastructure. It is not biotech and not generic aerospace for this project: its BIO VC LATAM relevance is planetary-boundary infrastructure that makes distributed environmental and agricultural systems observable. It should cluster with planetary monitoring, climate resilience and resource intelligence.","Official site highlights environmental, farming, water-quality and maritime monitoring applications enabled by its satellite IoT platform.","spot-check"
"979","Plamic Biotech","therapeutics and regenerative bio","high","12.5","8","medium","reviewed","official_public_profile","https://www.argentina.gob.ar/noticias/se-conocieron-los-ganadores-del-concurso-innova-salud","summary_not_normalized_to_english","Microfluidic lab-on-a-chip cancer platform.","PLAMIC Biotech is an Argentine microfluidics startup developing lab-on-a-chip technology for nanomedicine formulation and personalized oncology treatment selection. Public sources describe microchannel chips that improve precision, reproducibility and scalability in nanomedicine production, plus predictive treatment testing from biopsy samples. It belongs inside BIO VC LATAM as microfluidic health-tech infrastructure for cancer therapeutics and personalized medicine.","Argentina.gob.ar describes PLAMIC as a microfluidic lab-on-a-chip platform for oncology nanomedicine synthesis and predictive treatment selection from patient biopsies; LinkedIn describes microfluidics for nanomedicine production.","spot-check"
